pdb,cluster,chains
4A86,469,A
4A7T,259,A
4ACR,9311,A
4ACU,90,A
4AD7,9311,A
4AIV,38149,A
4AIF,20691,ACD
4AIE,540,A
4AIS,1350,A
4AJ2,245,A
4AJ1,245,A
4AJ0,2,A
4AIO,4241,A
4AJ9,1700,A
4AJ8,226,A
4AJ7,226,A
4AJ6,226,A
4AIC,717,A
4AHC,904,A
4AHA,2188,A
4AHF,101,A
4AHS,264,A
4AI4,5101,A
4AHR,264,A
4AI3,1434,A
4AI2,1434,A
4AI1,1434,A
4AHX,1434,A
4AIA,5101,A
4AK7,6691,A
4ACI,12175,A
4AJE,245,A
4AKI,4555,A
4AKH,4555,A
4AKG,4555,A
4AKV,6899,A
4AL4,245,A
4AKQ,1869,A
4AKP,1869,A
4AL1,3034,A
4AKO,1869,A
4AL9,1634,AGH
4AJC,980,A
4AJN,245,A
4AJB,980,A
4AJA,980,A
4AJL,245,A
4AJK,245,A
4AJJ,245,A
4AJH,245,A
4AK5,6691,A
4AJS,980,A
4AJP,245,A
4AJO,245,A
4AI9,110,A
4AI8,886,A
4AHV,264,A
4AE6,135,A
4AEX,256,A
4AEQ,16855,A
4ACY,1165,A
4ACX,90,A
4AD9,40950,A
4ADG,9244,A
4ADN,9128,A
4ADM,854,A
4ADJ,9244,A
4ADI,9244,A
4ADU,13655,A
4AHU,264,A
4ADT,13655,A
4AE3,290,A
4AC9,14153,A
4AC8,14489,A
4ACF,1095,A
4ACB,14153,A
4ACA,14153,A
4ACM,60,A
4ACL,17753,A
4ACK,17753,A
4AF9,1434,A
4AEJ,8121,A
4AEO,305,A
4AEP,256,A
4AI6,4555,A
4AHT,264,A
4AI5,5101,A
4AGA,7,A
4AH9,264,A
4AGW,5,A
4AGT,2188,A
4AGS,38608,A
4AFA,1434,A
4AFH,11985,A
4AFG,11985,A
4AFE,58,A
4AFC,1434,A
4AFB,1434,A
4AG0,4798,A
4AFM,7421,A
4AG9,20733,A
4AG6,18912,A
4AG5,18912,A
4ADZ,22483,A
4AEC,31527,A
4AUK,12276,A
4B6O,802,A
4A6D,20008,A
4BN7,5250,A
4C00,30473,A
4C09,180,A
4BNW,13,A
4BO8,13,A
4BNQ,3053,A
4BMB,157,A
4BMA,3039,A
4BMN,13,A
4BMK,1279,A
4BN8,5250,A
4BN6,5250,A
4C01,4740,A
4BMY,674,A
4BN9,5250,A
4BMX,674,A
4BLM,61,A
4BLG,5382,A
4BLV,4297,A
4BM7,218,A
4BLU,4297,A
4BM3,625,A
4BNP,980,A
4BNB,5250,A
4BLP,10899,A
4BP0,180,A
4BQ4,7328,A
4BQC,7396,A
4BQB,7396,A
4BOF,10573,AGH
4BOE,19930,A
4C0C,405,A
4BOQ,12352,A
4C12,2240,A
4BP1,1209,A
4BOP,30642,A
4C0L,7221,A
4BNE,16537,A
4C0K,7221,A
4C0J,7221,A
4C0X,1564,A
4C0W,1564,A
4C16,9238,A
4BP3,1209,A
4C13,2240,A
4C1A,28308,A
4BPA,4383,A
4BM2,625,A
4BM1,625,A
4BGP,3790,A
4BHN,6353,A
4BIW,4361,A
4BIU,4361,A
4BHB,2544,A
4BHD,343,A
4BHR,21617,A
4BI3,11520,A
4BI2,670,A
4BI1,670,A
4BI0,670,A
4BHZ,670,A
4BJ9,346,A
4BHX,31177,A
4BHV,24780,A
4BI7,236,A
4BHT,2050,A
4BI4,11520,A
8NSE,54,A
4BFZ,1203,A
4BFY,1203,A
4BGG,396,A
4BGB,10135,A
4BIX,4361,A
4BIY,4361,A
4BLY,625,A
4BJA,24619,A
4BM9,6611,A
4BLW,4297,A
4BKJ,1486,A
4BKR,2481,A
4BKP,2353,A
4BKO,2481,A
4BKW,37588,A
4BJC,346,A
4BJB,346,A
4BJQ,32950,AGH
4BIZ,4361,A
4BJP,582,A
4BJO,80,A
4BK9,3631,A
4BK7,469,A
4BIC,6353,A
4BIB,6353,A
4BIE,6353,A
4BID,6353,A
4BIS,110,A
4BIO,886,A
4C24,2113,A
4C1S,30419,A
4BQ5,7328,A
4C3S,14740,A
4C5D,572,A
4C5C,805,A
4C5B,805,A
4C5A,805,AC
4BRK,2071,A
4C3K,796,A
4BRH,2071,A
4BRF,2071,A
4C45,5449,A
4BS4,346,A
4BRR,2301,A
4BT7,6839,A
4C43,645,A
4BRQ,2071,A
4BS0,292,A
4BRM,2071,A
4C3Z,43571,A
4BRX,5,A
4C3W,7,A
4C3V,118,A
4BS6,194,A
4C4D,461,A
4BTF,15811,A
4C4O,890,A
4C25,2113,A
4BSJ,20655,A
4BU8,346,A
4BTW,2195,A
4C68,357,A
4BUF,346,A
4BUE,346,A
4BUD,346,A
4BUC,40097,A
4C6B,1426,A
4BUA,346,A
4C4M,1612,A
4C4G,670,A
4BSO,2667,A
4C4F,670,A
4BT6,6839,A
4C55,218,A
4C54,218,A
4C53,22660,A
4BT2,6839,A
4C52,572,A
4BSQ,194,A
4BSP,2667,A
4C50,493,A
4C4C,461,A
4C4B,4387,A
4C2K,355,A
4C22,4948,A
4C3A,54,A
4BRA,2071,A
4C1H,180,A
4C1G,180,A
4C1F,180,A
4C1C,180,A
4C1R,18817,A
4C23,8118,A
4BPR,645,A
4BQ3,7328,A
4BQ2,7328,A
4C2J,355,A
4C21,4948,A
4BQ1,1708,A
4C1O,13026,A
4C20,4948,A
4C29,2362,A
4BQ9,8790,A
4C1X,13335,A
4C28,405,A
4C1W,13335,A
4C27,405,A
4BRB,2301,A
4BR5,3483,A
4BR6,298,A
4BQU,19930,A
4BQI,211,A
4BQH,35850,A
4BQF,211,A
4BQE,211,A
4C2R,254,A
4BR3,2021,A
4C2Q,254,A
4BR2,3483,A
4C2P,254,A
4C2O,254,A
4BR0,3483,A
4BQO,18858,A
4C2N,254,A
4BQN,18858,A
4BQM,3688,A
4C2L,27088,A
4BQZ,3483,A
4C2Z,357,A
4C2Y,357,A
4C39,54,A
4BR9,2071,A
4BGQ,60,A
4BGO,7077,A
4AV0,677,A
4B8V,18115,A
4B8R,3056,A
4AX2,24773,A
4AX1,874,A
4AX0,874,A
4B90,1600,A
4AWN,3111,A
4B8N,32884,A
4B8Y,5823,AB
4AX8,11524,A
4AX7,1345,A
4AWU,305,A
4AYH,3721,A
4AX6,1345,A
4B8U,2662,A
4AWT,305,A
4AWS,305,A
4AX4,778,A
4B8S,3056,A
4B94,36605,A
4AXC,2434,A
4AXB,67,A
4B9B,392,AGH
4AYG,7886,A
4AYL,8283,A
4AXK,1240,A
4AY4,1076,A
4AZ9,8726,A
4AZ7,2857,A
4AZ6,2857,A
4AYU,1682,A
4AZB,2857,A
4AZM,105,A
4AZI,2857,A
4AZH,2857,A
4AZG,2857,A
4AZF,3893,A
4AXS,4073,A
4AYA,25940,A
4AY3,1076,A
4B9R,469,A
4AXN,3951,A
4AXM,194,A
4AXL,194,A
4B9Z,4036,A
4B9Y,4036,A
4AY8,17900,A
4AXV,22309,A
4B9A,431,A
4AXJ,2254,A
4BGL,4387,A
4B7R,401,A
4B87,159,A
4B7U,245,A
4AVU,346,A
4B85,67,A
4AW4,3669,A
4B7S,81,A
4AVS,1682,A
4B84,67,A
4B83,67,A
4AW3,81,A
4AVV,1682,A
4AWB,2850,ACD
4AWA,2850,AB
4B7Z,67,A
4AWI,47,A
4AWG,349,A
4AWE,4336,A
4B8E,8414,A
4AWD,33485,A
4AUP,33530,A
4B6P,802,A
4AW7,10739,A
4AW8,3721,A
4AXI,9803,A
4AVP,6418,A
4B9H,18115,A
4AXH,3467,A
4B9F,2255,A
4B9E,431,A
4AXE,2434,A
4B9D,20459,A
4AXD,2434,A
4AW2,1101,A
4B7Q,486,A
4B82,67,A
4B81,67,A
4AVW,346,A
4AVO,4495,A
4B80,67,A
4B7N,486,A
4AVM,8767,A
4B7M,486,A
4AVK,677,A
4B7J,486,A
4AVJ,677,A
4AVX,11968,A
4AW9,2850,AB
4AYN,1981,A
4AZ1,18913,A
4AZ5,2857,A
4BDE,1389,A
4BET,11710,A
4BF5,6427,A
4BES,11710,A
4BF3,7312,A
4BER,11710,A
4BF2,6353,A
4BEP,11710,A
4BD8,2373,A
4BDF,1389,A
4BDD,1389,A
4BF7,5397,A
4BDC,1389,A
4BDB,1389,A
4BDA,1389,A
4BDK,1389,A
4BDI,1389,A
4BDH,1389,A
4BDG,1389,A
4BE7,4024,A
4BE6,5865,A
4BE5,5865,A
4BF6,9,A
4BEW,303,A
4AZV,11524,A
4BFL,983,A
4BGU,245,A
4BH5,40029,A
4BEZ,884,A
4BF9,6221,A
4BFG,12345,A
4BFE,12345,A
4BFC,35330,A
4BFA,6221,A
4BFP,346,A
4BFM,1373,A
4BG9,10135,A
4BEN,2321,A
4BFX,1203,A
4BG8,10135,A
4BFW,1203,A
4BFV,1203,A
4BFU,1203,A
4BFT,1203,A
4BFQ,520,A
4BDX,17391,A
4BE9,67,A
4BEG,27724,A
4BDS,67,A
4BE4,67,A
4BBZ,67,A
4BAG,4055,A
4BBP,4069,A
4BBO,43168,A
4BC0,67,A
4BBM,10089,A
4BA7,226,A
4BA6,7421,A
4BA5,392,A
4BA4,392,A
4BAJ,2191,A
4BAI,2191,A
4BAF,7,A
4BBY,4832,A
4BAE,447,A
4BAD,7,A
4BAS,953,A
4BB3,823,A
4BAP,7,A
4BB0,431,A
4BA0,4036,A
4AZT,11524,A
4AZS,11524,A
4AZY,90,A
4BC1,67,A
4BC2,10751,A
4BBQ,13769,A
4BC3,10751,A
4BC9,4832,A
4BC7,4832,A
4BC6,321,A
4BCD,778,A
4BCC,778,A
4BCB,778,A
4BCA,4832,A
4BCT,287,A
4BCS,1126,A
4BD4,7617,AGHI
4BCR,109,A
4BD0,61,A
4BAZ,431,A
4BB7,30472,A
4BAU,431,A
4BAT,431,A
4BBA,2358,A
4BBK,32434,A
4BBH,357,A
4BC5,10751,A
4BC4,10751,A
4A6E,20008,A
4A4I,7941,A
4Q8I,61,A
3WFU,68,A
3WGT,1119,A
3WHA,82,A
3WFG,2300,A
3WFF,2300,A
3WG3,1923,A
3WG2,1923,A
3WFP,8299,AGH
3WFO,8299,A
3WFL,4336,A
3WG9,2681,A
3WFT,68,A
3WGW,420,A
3WG4,1923,A
3WF2,4890,A
3WF1,4890,A
3WF0,4890,A
3WEO,2633,A
3WEN,2633,A
3WEM,2633,A
3WEL,2633,A
3WF9,307,A
3WF8,307,A
3WH5,209,A
3WH8,209,A
3WF7,307,A
3WJD,4049,A
3WKB,455,A
3WKA,455,A
3WIJ,4627,A
3WIS,21171,A
3WIR,7463,A
3WIQ,7463,A
3WIZ,572,A
3WIW,38721,A
3WJ8,14602,A
3WHJ,17472,A
3WH9,4336,A
3WI3,30886,A
3WI9,2064,A
3WHW,451,A
3WI8,68,A
3WI7,360,A
3WGG,2681,A
3WGE,226,A
3WGD,226,AGHI
3WH1,4671,A
3WH0,977,A
3WEV,15397,A
3WEU,15397,A
3WB4,90,A
3WBL,60,A
3WD4,1377,A
3WD3,1377,A
3WCR,2982,A
3WD2,1377,A
3WD1,1377,A
3WCZ,124,A
3WBF,2497,A
3WBE,209,A
3WBB,2497,A
3WBA,209,A
3WC6,394,A
3WD6,2196,A
3WC4,4251,A
3WC3,4140,A
3WBP,281,A
3WBX,124,A
3WC8,270,A
3WBW,124,A
3WAJ,10656,A
3WAG,1949,A
3WAU,7636,A
3WB5,90,A
3WCS,2982,A
3WD7,487,A
3WF4,4890,A
3WE7,4872,A
3WF3,4890,A
3WEZ,4890,A
3WDE,3226,AB
3WDD,3226,AB
3WDC,3226,AB
3WDP,209,A
3WDN,14836,A
3WE9,32829,A
3WDW,3789,A
3WE8,58,A
3WDV,3789,A
3WD8,487,A
3WE5,34411,A
3WDT,3789,A
3WDS,13,A
3WE3,13783,A
3WE2,13783,A
3WDQ,20007,A
8DQC,3488,A
3WDY,3789,A
3WD0,1377,A
8DOR,1956,A
3WKC,455,A
3WKD,455,A
3WKE,455,A
3WMQ,13908,A
3WNT,398,A
3WNS,398,A
3WOC,18393,A
3WOK,1045,A
3X0K,1883,A
3WOJ,1045,A
3X0J,1883,A
3WOI,1045,A
3X0I,1883,A
3WOG,2982,A
3WN2,8277,A
3WNV,5875,A
3WMP,13908,A
3WN1,8277,A
3WML,428,A
3WMY,8277,A
3WMU,5517,A
3WN6,3629,A
3WMT,12184,A
3WN4,662,A
3WMR,13572,A
3WMZ,8277,A
3WO5,22240,A
3WKF,4334,A
3X1J,418,A
3WOM,1045,A
3X0M,1883,A
3WOL,1045,A
3X0Y,3400,AGH
3WOW,86,A
3X0V,9142,A
3WOU,287,A
3WPB,662,A
3X1B,467,A
3X1K,418,A
3WPF,662,A
3WNY,286,AGH
3X1E,2064,A
3WNR,398,A
3WO2,3505,A
3WNP,5638,A
3WNO,5638,A
3WNN,5638,A
3WNM,5638,A
3WNL,5638,A
3WNK,5638,A
3WNZ,10873,A
3WNJ,2064,A
3WNH,264,ACD
3WNG,264,ACD
3WK3,391,A
3WJG,4049,A
3WK7,455,A
3WJV,9287,A
3WK6,455,A
3WJU,9287,A
3WK5,455,A
3WJT,9287,A
3WJS,305,A
3WK4,455,A
3WJR,3471,A
3WJQ,3471,A
3WNF,264,ACD
3WK2,391,A
3WJP,3471,A
3WK1,391,A
3WK0,391,A
3WJZ,391,A
3WJY,391,A
3WJX,391,A
3WK9,455,A
3WK8,455,A
3WKG,4334,A
3WLA,5525,A
3WLH,1000,A
3WKY,9808,A
3WKZ,375,A
3WNE,264,ACD
3WLP,1000,A
3WLO,1000,A
3WLN,1000,A
3WLM,1000,A
3WLL,1000,A
3WLK,1000,A
3WLJ,1000,A
3WLI,1000,A
3WLV,2554,A
3WLR,1000,A
3WLQ,1000,A
3WMC,4594,A
3WMB,4594,A
3WL0,375,A
3WKI,4334,A
3WKH,4334,A
3WL3,4872,A
3WKQ,2064,A
3WL2,7,A
3WL1,375,A
3WAT,7636,A
3WAS,7636,A
3WON,1045,A
3W70,480,A
3VUF,3634,A
3W6E,8479,A
3VUE,3634,A
3W6D,8479,A
3VUC,302,A
3W6C,8479,A
3W73,480,A
3W72,480,A
3W71,480,A
3VUP,9134,A
3W6N,2342,A
3W5Z,1226,A
3W6M,5582,A
3W6L,5582,A
3W59,157,A
3VSX,302,A
3W58,157,A
3VSW,302,A
3VST,11972,A
3W54,5508,A
3W4R,27248,A
3W53,209,A
3W6F,8479,A
3W6A,7,A
3W52,2862,A
3W68,9118,A
3VW1,3149,A
3W7O,480,A
3VW0,3149,A
3W7N,480,A
3W7M,480,A
3W7L,480,A
3W5Y,1226,A
3VTX,18914,A
3W5X,1226,A
3W69,409,A
3VTW,11270,A
3VUA,8740,A
3VTV,548,A
3VTU,548,A
3VTT,830,A
3W65,1226,A
3W5S,11511,A
3VU4,8753,A
3W64,19887,A
3VTR,4594,A
3W63,19887,A
3W6B,8479,A
3VT2,7932,A
3VTA,8011,A
3WAR,86,A
3W3G,662,A
3W2T,338,A
3W2S,243,A
3VQR,17225,A
3W2R,243,A
3W33,243,A
3VQQ,264,A
3W32,243,A
3VQP,264,A
3VQX,888,A
3W38,2633,A
3W3O,480,A
3W37,2633,A
3W3N,662,A
3W3M,662,A
3W3L,662,A
3W3K,662,A
3W3J,662,A
3W1U,480,A
3VQ6,264,A
3W1T,480,A
3VQ5,264,A
3VQ4,264,A
3W2U,480,A
3VSM,21292,A
3VSZ,7932,A
3W62,1226,A
3VSY,488,A
3W5I,17096,A
3VTH,12510,A
3W5H,2549,A
3W5G,7169,A
3VTF,1621,A
3W5F,7169,A
3VTE,1964,A
3W5D,303,A
3VU2,11365,A
3W61,1226,A
3VSN,21292,A
3W5O,7973,A
3W60,1226,A
3VTM,7225,A
3W5M,11157,A
3W5J,17096,A
3VSF,7932,A
3W4P,61,A
3W51,346,A
3VT0,7932,A
3W4O,61,A
3W81,3586,A
3W7P,480,A
3VW2,3149,A
3VXD,3490,A
3VYE,302,A
3VYD,302,A
3VYA,3260,A
3VYK,281,A
3VYJ,281,A
3VYV,118,A
3VYP,2219,A
3W8X,2483,A
3VWW,226,A
3W8V,13120,A
3VXB,17614,A
3W9V,4217,A
3W9A,13807,A
3VXJ,1900,A
3VY5,3260,A
3VY2,3260,A
3VVZ,3149,A
3VW9,2649,A
3VVX,3149,A
3W88,480,A
3W87,480,A
3W7V,4608,A
3VYF,302,A
3VXW,548,AB
3W82,3586,A
3WA6,3655,A
3WB1,6985,A
3WAY,835,A
3WAX,835,A
3WB9,2497,A
3WAW,835,A
3WB8,3378,AGH
3WAV,835,A
3WA3,404,A
3WA2,404,A
3WA7,3655,A
8DIL,9089,A
3W9W,4217,A
3VZC,8582,A
3VZB,8582,A
3VZO,373,A
3VZN,373,A
3VZL,373,A
3VZK,373,A
3VZJ,373,A
3VZS,13,A
3VZP,13,A
3W9Z,6221,A
3W86,480,A
3W85,480,A
3VWD,3228,A
8DCO,4007,A
3W74,480,A
3VV4,3458,A
3W7C,480,A
3VVC,3924,A
3W7A,1564,A
3W7K,480,A
8DCL,4007,A
3W7J,480,A
3VVI,43160,AGH
3W7I,480,A
3W7H,480,A
3VWL,2529,A
3W7G,480,A
3VVG,5582,A
3VVF,1291,A
3W7E,480,A
3VVE,1291,A
3W7D,480,A
3W84,480,A
3W7R,393,A
3W83,480,A
3W7Q,480,A
3VUS,37608,A
3VV5,1291,A
3W75,480,A
3VV6,90,A
3W8K,247,A
3VWI,1971,A
3W8S,970,A
3VX3,8527,A
3VWR,2529,A
3W92,13120,A
3VWQ,2529,A
3VWP,2529,A
3VX1,2086,A
3W8P,1226,A
3VWO,8963,A
3VX0,2086,A
3VWN,2529,A
3VWM,2529,A
3W6Y,480,A
3W79,1564,A
3W78,1564,A
3VV8,90,A
3W77,1564,A
3VV7,90,A
3W76,480,A
3X0N,1883,A
3X0O,1883,A
4A4P,3189,A
3ZSC,35789,A
3ZSZ,264,A
3ZSY,264,A
3ZSX,264,A
3ZSW,264,A
3ZSV,264,A
3ZSU,13009,A
3ZS3,287,A
3ZS7,1871,A
3ZS6,981,AB
3ZS5,47,A
3ZSK,157,A
3ZT0,264,A
3ZSE,373,A
3ZR1,451,A
3ZR0,451,A
3ZQK,7185,A
3ZQZ,254,A
3ZQW,2255,A
3ZR8,18680,A
3ZR7,309,A
3ZQV,639,A
3ZR6,3208,A
3ZSN,81,A
3ZSO,264,A
3ZR5,3208,A
3ZTW,4246,A
3ZUR,5006,A
3ZUP,4246,A
3ZVL,5512,A
3ZVI,6624,A
3ZU6,4246,A
3ZU3,2481,A
3ZTP,4514,A
3ZU0,22803,A
3ZTO,4514,A
3ZU8,2255,A
3ZTV,22803,A
3ZT1,264,A
3ZUD,2722,A
3ZUC,2255,A
3ZUK,2058,A
3ZUG,5887,A
3ZST,2048,A
3ZT4,264,A
3ZT3,264,A
3ZSR,264,A
3ZT2,264,A
3ZSQ,264,A
3ZQU,2998,A
3ZQT,309,A
3ZOC,10589,A
3ZNV,4607,A
3ZNT,212,A
3ZNP,1119,A
3ZNX,4607,A
3ZOH,8651,A
3ZOG,10589,A
3ZOF,8651,A
3ZOE,8651,A
3ZOD,10589,A
3ZMR,36910,A
3ZNN,1119,A
3ZN2,2992,A
3ZLL,795,A
3ZLI,1839,A
3ZLG,424,A
3ZLF,424,A
3ZLT,67,A
3ZLR,572,A
3ZLN,572,A
3ZM8,17340,A
3ZMD,22452,A
3ZNO,1119,A
3ZRB,309,A
3ZOM,2397,A
3ZRA,309,A
3ZRH,29118,A
3ZPO,1839,A
3ZPX,14185,A
3ZQ9,3517,A
3ZQ5,1156,A
3ZQB,6817,A
3ZQA,154,A
3ZQE,6817,A
3ZOO,270,A
3ZOL,2397,A
3ZPC,3488,A
3ZOK,11487,A
3ZOI,823,A
3ZP9,9,A
3ZOU,771,A
3ZOS,1486,A
3ZPI,81,A
3ZPH,8547,A
3ZPG,3488,A
3ZPF,9318,A
3ZPE,9318,A
3ZUU,9324,A
3ZV7,67,A
3ZWI,639,A
4A0D,1381,A
4A1R,23349,A
4A22,1930,A
4A21,1930,A
4A1O,15273,A
4A20,24158,A
4A27,11641,A
4A2E,467,A
4A2D,467,A
4A0G,10216,A
4A0F,10216,A
4A0P,3811,A
4A1I,6230,AGH
4A0M,154,A
4A0X,10285,A
4A16,67,A
4A0T,16251,A
4A03,717,A
4A00,306,A
4A05,1345,A
8LPR,476,AB
3ZZX,226,A
3ZZW,5,A
4A1H,105,A
4A1J,6230,A
3ZWP,673,AGH
4A2L,17586,A
4A51,265,AG
4A4Z,1881,A
4A4Y,29617,A
4A5G,1094,A
4A3U,305,A
4A3Q,808,A
4A3P,5242,A
4A3O,5242,A
4A3Y,209,A
4A4A,6618,A
4A2J,309,A
4A1K,6230,A
4A2H,467,A
4A2G,467,A
4A2F,467,A
4A35,5921,A
4A32,357,A
4A31,357,A
4A30,357,A
4A2O,1636,A
4A2Z,357,A
4A2V,5577,A
3ZZV,1036,A
3ZYZ,6449,A
3ZYY,37796,A
3ZW7,4246,A
3ZXH,224,A
3ZXG,8391,A
3ZXF,157,A
3ZXD,8391,A
3ZXC,16412,A
3ZXO,20120,A
3ZXK,12828,A
3ZXJ,12828,A
3ZW8,1152,A
3ZVW,2321,A
3ZW5,10992,A
3ZYW,11000,A
3ZVT,2321,A
3ZW2,1036,A
3ZVY,3878,ACD
3ZVX,316,A
3ZW9,1152,A
3ZWF,43748,A
3ZWC,1152,A
3ZWB,1152,A
3ZWA,1152,A
3ZX1,40178,A
3ZX4,4246,A
3ZWS,393,A
3ZWT,393,A
3ZX7,8391,A
3ZYU,51,A
3ZZK,306,A
3ZZJ,306,A
3ZZH,8368,A
3ZZF,8368,A
3ZZO,17958,A
3ZZM,15273,A
3ZXV,1095,A
3ZY5,2739,A
3ZY4,2739,A
3ZXR,1095,A
3ZY3,2739,A
3ZYG,13872,A
3ZYD,666,A
3ZYR,316,A
3ZYQ,11968,A
3ZZ1,6449,A
3ZYP,29509,A
3ZYO,12242,A
3ZYN,2584,A
3ZYM,4802,A
3ZMC,771,A
3ZKY,823,A
3WOO,1045,ACD
3WUP,24322,A
3WV3,224,A
3WVC,13633,A
3WVR,22600,A
3WVQ,22600,A
3WU6,7586,A
3WU5,7586,A
3WU4,7586,A
3WU3,7586,A
3WUI,270,A
3WUD,157,A
3WV0,6057,ACD
3WV6,3710,A
3WSW,245,A
3WSV,245,A
3WSU,10857,A
3WT3,5595,A
3WT1,13206,A
3WSX,13691,A
3WS7,1463,A
3X42,404,A
3X41,404,A
3WUR,16466,A
3WV8,12767,A
3X3Z,404,A
3WVW,166,A
3WXB,13,A
3WXL,844,A
3WXK,844,A
3WXJ,844,A
3WY4,540,A
3WY3,540,A
3WY2,540,A
3WY1,540,A
3WVY,7,A
3WW9,1722,A
3WW8,38361,A
3WV9,12767,A
3WVV,166,A
3WW7,5352,A
3WVU,166,A
3WVS,81,A
3WWH,3288,A
3WWG,6524,A
3WX2,5102,A
3WWP,893,A
3WX1,5102,A
3WUX,3490,A
3X40,404,A
3X3Y,404,A
3ZL8,9174,A
3WQJ,170,A
3WPV,6789,A
3WQ7,5595,A
3WPU,6789,A
3WQ6,209,A
3WQC,3461,A
3WQA,11629,A
3WQM,5293,A
3X2L,3401,A
3WQK,5293,A
3X2K,3401,A
3WQH,338,A
3X1Y,12,A
3WQG,3461,A
3X2G,3401,A
3X0S,1883,A
3WP4,14781,A
3WOR,1045,CDA
3X0R,1883,A
3WOQ,1045,ACD
3X0Q,1883,A
3WOP,1045,ACD
3X0P,1883,A
3WPW,6961,A
3X1Z,12,A
3X3X,404,A
3X2N,3401,A
3WSE,5224,A
3WSJ,3392,A
3WSI,5224,A
3X35,1858,A
3X33,1858,A
3X32,1858,A
3WR0,5595,A
3WQN,5293,A
3WQW,375,A
3X1M,418,A
3X38,35918,A
3WQV,375,A
3WRD,265,A
3WQ5,209,A
3WQ4,209,A
3WPS,9330,A
3X22,1956,A
3WQ1,5595,A
3WQ0,5595,A
3WX7,4670,A
3WZ1,8776,A
3WYP,231,A
3ZGB,3346,A
3ZHO,2003,A
3ZHL,2,A
3ZHK,2,A
3ZHW,5232,A
3ZGH,12190,A
3ZGG,327,A
3ZGF,327,A
3ZGE,3346,A
3ZGD,363,A
3ZGC,363,AC
3ZGO,519,A
3ZHD,2,A
3ZH0,2397,A
8GSS,340,A
3ZGI,12190,A
3ZH9,27976,A
3ZH8,307,A
3ZGV,519,A
3ZH5,11186,A
3ZFK,1164,A
3ZFV,11078,A
3ZFU,6525,A
3ZI1,23692,A
3ZHF,3866,AB
3WYQ,231,A
3ZJN,2397,A
3ZLB,807,A
3ZJK,209,A
3ZJJ,2397,A
3ZJI,2397,A
3ZJE,3516,A
3ZJD,3516,A
3ZK4,34037,A
3ZJQ,2397,A
3ZJP,2397,A
3ZJM,2397,A
3ZHH,61,A
3ZJX,14327,A
3ZK9,1448,A
3ZK8,1448,A
3ZK7,1448,A
3ZKA,1448,A
3ZJ0,36001,A
3ZIZ,36645,A
3ZIU,25937,A
3ZJ6,209,A
3ZJ5,1700,A
3ZG1,20951,A
3ZFX,5,AGHI
3ZF2,4937,A
8EST,4,A
3ZCW,265,A
3ZCV,211,A
3ZBH,6721,AGH
3ZC3,645,A
3ZBY,81,A
3ZBW,101,A
3ZBV,101,A
3ZBU,645,A
3ZBT,645,A
3YAS,893,A
3WYZ,11676,A
3ZEP,5,A
3WYW,906,A
3WZE,5,A
3WZD,5,A
3WZN,231,A
3WZP,231,A
3WZO,231,A
3WY6,5595,A
3WZ6,56,A
3WYR,1070,A
3WZ3,12434,A
3ZCY,1431,A
3ZCZ,2321,A
3ZCM,264,A
3ZD1,3172,A
3ZEZ,4937,A
3ZEW,5,A
3ZDJ,61,A
3ZDU,10089,A
3ZE3,2301,A
3ZDR,2570,A
3ZDN,9877,A
3ZDW,1869,A
3ZDV,663,A
3ZCJ,8440,A
3ZCI,8440,A
3ZCH,1431,A
3ZCG,1431,A
3ZCT,211,A
3ZCS,211,A
3ZCR,211,A
3ZD2,5444,A
3ZCQ,211,A
4BTX,2195,A
4BU9,346,A
4BTY,2195,A
4P2J,16764,A
4P27,37403,A
4OQF,658,A
4P2F,9104,A
4P2B,1945,A
4P2N,331,A
4OQN,1375,A
4OQM,1375,A
4P2M,9104,A
4OQL,1375,A
4OQJ,40971,A
4OQI,61,A
4OPW,17200,A
4OQH,61,A
4P2G,692,A
4OQV,393,A
4P35,692,A
4P2S,2254,AGHI
4P33,1832,A
4OR2,26119,A
4OR1,5168,A
4OQO,374,A
4OR0,275,A
4P1V,331,A
4P29,13067,A
4P3M,343,A
4P4T,2342,A
4OT2,275,A
4OQX,1375,A
4P2X,9104,A
4P3G,7373,A
4P3F,7373,A
4P3O,1680,A
4P40,22306,A
4ORN,41,A
4ORM,393,A
4P3K,2931,A
4OPY,61,A
4ORI,393,A
4P3I,331,A
4P3H,4196,A
4ORV,838,A
4P45,503,A
4P44,503,A
4ORS,5000,A
4ORR,5000,A
4P3P,1680,A
4OPZ,61,A
4OOX,331,A
4OP8,61,A
4P04,6194,A
4P14,337,A
4OOC,4235,A
4P0I,3500,A
4P0H,398,A
4P0G,3065,A
4P0E,9266,A
4OOT,7,A
4P0T,5663,A
4P15,7165,A
4OOS,331,A
4OP4,14909,A
4OP3,2358,A
4P05,6194,A
4OP2,2358,A
4OOQ,3322,A
4OP1,2358,A
4P10,2382,A
4OP0,3169,A
4P0N,146,A
2R79,3840,A
4OMX,416,A
4ON9,9412,A
4OMW,416,A
4OOD,68,A
4P06,6194,A
4OOV,331,A
4OPS,331,A
4OOU,9134,A
4OPB,5169,A
4OPM,27836,A
4P1L,858,A
4P1J,461,A
4P1H,461,A
4OPG,4812,A
4P26,331,A
4P25,331,A
4OPT,4812,A
4P1R,146,A
4P07,6194,A
4OPR,61,A
